,Operación,Provincia,Precio Venta
1721,Alquiler,Tarragona,2478000
1722,Alquiler,Lleida,1201462
1723,Venta,Tarragona,1798470
1724,Alquiler,Barcelona,943805
1725,Alquiler,Lleida,1931658
1726,Venta,Tarragona,2028164
1727,Alquiler,Tarragona,1602720
1728,Venta,Tarragona,1230990
1729,Venta,Tarragona,1490114
1730,Venta,Tarragona,2143922
1731,Venta,Barcelona,415866
1732,Venta,Barcelona,864080
1733,Alquiler,Barcelona,974956
1734,Alquiler,Girona,1430352
1735,Alquiler,Tarragona,1043856
1736,Venta,Barcelona,707914
1737,Alquiler,Tarragona,948600
1738,Alquiler,Girona,838292
1739,Venta,Tarragona,598705
1740,Venta,Tarragona,441373
1741,Venta,Girona,428190
1742,Venta,Girona,2630336
1743,Venta,Tarragona,425646
1744,Venta,Tarragona,641520
1745,Alquiler,Barcelona,1540140
1746,Alquiler,Girona,2183760
1747,Alquiler,Barcelona,656676
1748,Alquiler,Tarragona,873546
1749,Venta,Girona,474084
1750,Alquiler,Girona,1758786
1751,Venta,Tarragona,803300
1752,Alquiler,Tarragona,1129980
1753,Venta,Lleida,433235
1754,Venta,Barcelona,1305304
1755,Alquiler,Lleida,613275
1756,Alquiler,Tarragona,878424
1757,Alquiler,Lleida,403401
1758,Venta,Tarragona,2133472
1759,Alquiler,Barcelona,683844
1760,Venta,Lleida,1689316
1761,Venta,Girona,1514057
1762,Alquiler,Girona,678132
1763,Alquiler,Barcelona,911064
1764,Alquiler,Barcelona,490897
1765,Venta,Barcelona,2299374
1766,Venta,Lleida,764240
1767,Alquiler,Barcelona,409378
1768,Venta,Tarragona,549668
1769,Venta,Barcelona,878712
1770,Alquiler,Tarragona,1779825
1771,Alquiler,Lleida,644688
1772,Venta,Barcelona,850476
1773,Venta,Lleida,1033515
1774,Venta,Girona,446313
1775,Venta,Tarragona,2215117
1776,Venta,Girona,1512738
1777,Alquiler,Barcelona,1929228
1778,Alquiler,Barcelona,613496
1779,Venta,Barcelona,979560
1780,Venta,Barcelona,264385
1781,Alquiler,Barcelona,1146552
1782,Venta,Lleida,1506300
1783,Alquiler,Girona,809115
1784,Venta,Tarragona,257725
1785,Venta,Lleida,359406
1786,Venta,Tarragona,2669472
1787,Venta,Girona,658835
1788,Alquiler,Girona,749275
1789,Venta,Girona,2184364
1790,Alquiler,Girona,1747392
1791,Venta,Barcelona,804540
1792,Alquiler,Barcelona,1753052
1793,Alquiler,Girona,970314
1794,Venta,Barcelona,1420160
1795,Alquiler,Girona,1811680
1796,Alquiler,Lleida,882420
1797,Alquiler,Barcelona,1522998
1798,Alquiler,Lleida,2249576
1799,Venta,Lleida,1319520
1800,Venta,Tarragona,1204722
1801,Venta,Barcelona,909606
1802,Venta,Lleida,2378453
1803,Venta,Barcelona,857936
1804,Venta,Barcelona,1963104
1805,Venta,Tarragona,1133352
1806,Alquiler,Girona,1244056
1807,Venta,Lleida,735945
1808,Alquiler,Girona,1382707
1809,Venta,Barcelona,480384
1810,Venta,Lleida,1473180
1811,Venta,Barcelona,945624
1812,Alquiler,Girona,2010312
1813,Alquiler,Barcelona,346192
1814,Alquiler,Girona,686232
1815,Venta,Tarragona,1050000
1816,Venta,Girona,368676
1817,Venta,Lleida,2063460
1818,Venta,Lleida,1605730
1819,Venta,Lleida,497272
1820,Alquiler,Girona,1556226
1821,Venta,Girona,437640
1822,Alquiler,Barcelona,2334123
1823,Alquiler,Lleida,2136184
1824,Venta,Girona,2390750
1825,Venta,Barcelona,994536
1826,Venta,Girona,1169860
1827,Venta,Barcelona,1687604
1828,Alquiler,Lleida,724563
1829,Venta,Lleida,1867692
1830,Venta,Tarragona,991224
1831,Alquiler,Lleida,1284568
1832,Alquiler,Lleida,388583
1833,Alquiler,Girona,1182053
1834,Venta,Tarragona,511840
1835,Alquiler,Barcelona,745864
1836,Alquiler,Lleida,237176
1837,Alquiler,Tarragona,1642664
1838,Alquiler,Girona,2475510
1839,Alquiler,Barcelona,1544496
1840,Alquiler,Tarragona,452417
1841,Venta,Lleida,2299208
1842,Alquiler,Tarragona,955500
1843,Alquiler,Tarragona,658157
1844,Alquiler,Tarragona,938836
1845,Alquiler,Lleida,1597360
1846,Alquiler,Tarragona,1499134
1847,Venta,Girona,1327606
1848,Venta,Girona,781120
1849,Alquiler,Barcelona,991900
1850,Venta,Tarragona,957582
1851,Alquiler,Girona,1421060
1852,Alquiler,Barcelona,1422624
1853,Venta,Barcelona,1878954
1854,Venta,Girona,1263040
1855,Venta,Girona,2467960
1856,Venta,Lleida,2394204
1857,Alquiler,Lleida,536733
1858,Alquiler,Girona,1883088
1859,Alquiler,Girona,2083779
1860,Venta,Lleida,1944840
1861,Venta,Barcelona,2221329
1862,Venta,Tarragona,417872
1863,Alquiler,Girona,304113
1864,Venta,Lleida,299407
1865,Venta,Lleida,540890
1866,Venta,Tarragona,514596
1867,Venta,Girona,667299
1868,Venta,Girona,1074332
1869,Venta,Girona,1895293
1870,Venta,Girona,523481
1871,Alquiler,Girona,1644747
1872,Alquiler,Tarragona,1162172
1873,Venta,Lleida,706560
1874,Venta,Lleida,589155
1875,Alquiler,Lleida,1370998
1876,Venta,Tarragona,1093887
1877,Venta,Girona,974610
1878,Venta,Tarragona,265913
1879,Alquiler,Girona,912798
1880,Alquiler,Tarragona,1174203
1881,Alquiler,Lleida,1713990
1882,Alquiler,Girona,1508988
1883,Alquiler,Barcelona,2216214
1884,Venta,Tarragona,1300500
1885,Alquiler,Girona,2333058
1886,Venta,Barcelona,692484
1887,Venta,Tarragona,392972
1888,Alquiler,Lleida,341584
1889,Venta,Tarragona,2070750
1890,Alquiler,Barcelona,499735
1891,Venta,Tarragona,1380764
1892,Alquiler,Barcelona,526680
1893,Venta,Girona,426880
1894,Venta,Lleida,1720320
1895,Venta,Lleida,804683
1896,Alquiler,Barcelona,421290
1897,Alquiler,Lleida,1179957
1898,Alquiler,Barcelona,878940
1899,Venta,Tarragona,1116587
1900,Alquiler,Tarragona,917378
1901,Alquiler,Lleida,431275
1902,Venta,Barcelona,1213505
1903,Venta,Tarragona,1601600
1904,Alquiler,Lleida,756900
1905,Alquiler,Tarragona,416430
1906,Venta,Tarragona,501380
1907,Venta,Lleida,472668
1908,Alquiler,Tarragona,508606
1909,Alquiler,Tarragona,1179190
1910,Alquiler,Barcelona,1059827
1911,Venta,Girona,783370
1912,Alquiler,Tarragona,1926344
1913,Alquiler,Lleida,914641
1914,Alquiler,Lleida,1736901
1915,Venta,Lleida,2323868
1916,Venta,Tarragona,426010
1917,Venta,Girona,301815
1918,Alquiler,Tarragona,363968
1919,Venta,Girona,2347137
1920,Venta,Girona,655893
1921,Venta,Tarragona,1360523
1922,Alquiler,Tarragona,1276289
1923,Alquiler,Tarragona,2613405
1924,Alquiler,Barcelona,1817736
1925,Alquiler,Girona,557127
1926,Alquiler,Girona,187680
1927,Alquiler,Tarragona,1674903
1928,Alquiler,Girona,854496
1929,Alquiler,Tarragona,1539252
1930,Alquiler,Tarragona,1228320
1931,Venta,Girona,795696
1932,Alquiler,Barcelona,1688040
1933,Alquiler,Tarragona,1021230
1934,Alquiler,Tarragona,405280
1935,Venta,Barcelona,1780350
1936,Venta,Girona,1265992
1937,Venta,Tarragona,783860
1938,Alquiler,Girona,693631
1939,Venta,Girona,941154
1940,Venta,Lleida,1701080
1941,Alquiler,Girona,747947
1942,Venta,Lleida,1406563
1943,Alquiler,Girona,1527120
1944,Venta,Lleida,1545720
1945,Alquiler,Barcelona,2147112
1946,Alquiler,Lleida,1189936
1947,Alquiler,Barcelona,1685904
1948,Venta,Barcelona,693515
1949,Venta,Barcelona,324213
1950,Alquiler,Girona,753786
1951,Alquiler,Lleida,1341684
1952,Alquiler,Girona,2103000
1953,Venta,Lleida,1346136
1954,Venta,Barcelona,753900
1955,Venta,Girona,1028382
1956,Alquiler,Barcelona,2868470
1957,Alquiler,Lleida,1536832
1958,Venta,Tarragona,1002211
1959,Venta,Tarragona,2446962
1960,Venta,Barcelona,807120
1961,Venta,Barcelona,2203166
1962,Alquiler,Tarragona,536679
1963,Venta,Girona,804344
1964,Alquiler,Lleida,293949
1965,Venta,Barcelona,270996
1966,Venta,Lleida,2046384
1967,Venta,Lleida,1732446
1968,Venta,Barcelona,1842785
1969,Venta,Barcelona,856692
1970,Alquiler,Girona,857925
1971,Alquiler,Tarragona,814968
1972,Venta,Girona,490507
1973,Alquiler,Girona,387828
1974,Alquiler,Barcelona,907137
1975,Venta,Barcelona,1393095
1976,Alquiler,Tarragona,1395387
1977,Venta,Tarragona,696762
1978,Alquiler,Barcelona,2136288
1979,Venta,Lleida,2671748
1980,Alquiler,Girona,425565
1981,Venta,Barcelona,1036392
1982,Alquiler,Barcelona,2390634
1983,Venta,Tarragona,701250
1984,Venta,Tarragona,2789428
1985,Alquiler,Barcelona,940500
1986,Alquiler,Girona,875978
1987,Alquiler,Girona,1770930
1988,Venta,Barcelona,2548584
1989,Alquiler,Tarragona,2021880
1990,Venta,Tarragona,2456958
1991,Venta,Lleida,984144
1992,Venta,Girona,2110342
1993,Venta,Girona,651192
1994,Alquiler,Barcelona,2263626
1995,Venta,Tarragona,1642584
1996,Venta,Tarragona,1058840
1997,Venta,Tarragona,2303928
1998,Venta,Tarragona,1693710
1999,Venta,Tarragona,456672
2000,Venta,Barcelona,1348055
2001,Venta,Barcelona,1653852
2002,Alquiler,Tarragona,1432500
2003,Alquiler,Barcelona,296856
2004,Alquiler,Lleida,629628
2005,Venta,Girona,1774528
2006,Alquiler,Barcelona,402462
2007,Alquiler,Barcelona,1401361
2008,Alquiler,Tarragona,927627
2009,Venta,Barcelona,1040746
2010,Venta,Lleida,1555813
2011,Venta,Tarragona,924866
2012,Alquiler,Lleida,740211
2013,Alquiler,Girona,2029607
2014,Venta,Girona,1407726
2015,Alquiler,Girona,2815292
2016,Alquiler,Barcelona,1329968
2017,Venta,Barcelona,545925
2018,Alquiler,Tarragona,1347420
2019,Alquiler,Lleida,322960
2020,Alquiler,Lleida,873000
2021,Venta,Tarragona,588756
2022,Venta,Girona,763233
2023,Alquiler,Girona,2471249
2024,Alquiler,Lleida,1499678
2025,Alquiler,Barcelona,1109808
2026,Venta,Girona,368959
2027,Venta,Barcelona,680760
2028,Alquiler,Barcelona,1176209
2029,Alquiler,Barcelona,2219468
2030,Venta,Lleida,1450425
2031,Venta,Girona,616192
2032,Alquiler,Girona,1247750
2033,Alquiler,Girona,761047
2034,Venta,Lleida,1809140
2035,Venta,Barcelona,446940
2036,Venta,Barcelona,700700
2037,Alquiler,Barcelona,2107784
2038,Venta,Barcelona,1139076
2039,Alquiler,Lleida,2014110
2040,Venta,Tarragona,823200
2041,Venta,Barcelona,539280
2042,Alquiler,Girona,2346400
2043,Alquiler,Lleida,567742
2044,Alquiler,Tarragona,1792560
2045,Alquiler,Girona,2331648
2046,Alquiler,Barcelona,2053005
2047,Venta,Tarragona,1102280
2048,Venta,Barcelona,1856525
2049,Alquiler,Barcelona,1741320
2050,Venta,Tarragona,1275560
2051,Alquiler,Girona,386036
2052,Venta,Girona,1730675
2053,Venta,Tarragona,1568697
2054,Alquiler,Barcelona,1196465
2055,Alquiler,Girona,2462280
2056,Alquiler,Barcelona,419256
2057,Alquiler,Tarragona,1184376
2058,Alquiler,Barcelona,738430
2059,Venta,Barcelona,1437408
2060,Venta,Lleida,1615851
2061,Alquiler,Lleida,466722
2062,Venta,Barcelona,1450556
2063,Alquiler,Barcelona,1331856
2064,Venta,Tarragona,873200
2065,Alquiler,Girona,1461570
2066,Alquiler,Lleida,562827
2067,Alquiler,Lleida,2494410
2068,Alquiler,Barcelona,1685132
2069,Venta,Barcelona,2399040
2070,Alquiler,Lleida,2487712
2071,Venta,Barcelona,808170
2072,Venta,Girona,2030783
2073,Venta,Barcelona,363280
2074,Venta,Lleida,1355365
2075,Venta,Barcelona,1074675
2076,Alquiler,Lleida,2398008
2077,Alquiler,Barcelona,609342
2078,Alquiler,Barcelona,1411969
2079,Venta,Girona,2049606
2080,Venta,Girona,500610
2081,Alquiler,Tarragona,938562
2082,Venta,Girona,2245203
2083,Alquiler,Girona,1422220
2084,Venta,Girona,2387832
2085,Alquiler,Girona,1428480
2086,Alquiler,Barcelona,2119735
2087,Venta,Lleida,674276
2088,Alquiler,Tarragona,255061
2089,Alquiler,Lleida,1104846
2090,Venta,Lleida,1298403
2091,Venta,Girona,472685
2092,Alquiler,Tarragona,1182841
2093,Alquiler,Girona,1427118
2094,Venta,Lleida,272880
2095,Alquiler,Lleida,831316
2096,Alquiler,Tarragona,1469460
2097,Alquiler,Girona,1133199
2098,Venta,Lleida,1247760
2099,Venta,Lleida,727680
2100,Venta,Tarragona,1522840
2101,Venta,Tarragona,1489911
2102,Alquiler,Tarragona,1447509
2103,Venta,Barcelona,1970874
2104,Alquiler,Lleida,1438827
2105,Alquiler,Tarragona,1440540
2106,Venta,Lleida,816228
2107,Venta,Tarragona,1197485
2108,Venta,Lleida,528892
2109,Alquiler,Barcelona,1528254
2110,Venta,Lleida,2233899
2111,Venta,Tarragona,709560
2112,Venta,Lleida,2111472
2113,Alquiler,Lleida,656744
2114,Alquiler,Tarragona,1713992
2115,Alquiler,Tarragona,1355046
2116,Alquiler,Lleida,748790
2117,Venta,Lleida,1285842
2118,Alquiler,Girona,509600
2119,Alquiler,Girona,378900
2120,Alquiler,Tarragona,810186
2121,Alquiler,Girona,757434
2122,Venta,Barcelona,550816
2123,Venta,Lleida,475171
2124,Venta,Barcelona,650750
2125,Venta,Barcelona,2381400
2126,Venta,Lleida,1409546
2127,Venta,Lleida,2181432
2128,Alquiler,Barcelona,1286766
2129,Venta,Lleida,928368
2130,Alquiler,Tarragona,1820448
2131,Alquiler,Tarragona,1482810
2132,Venta,Barcelona,190280
2133,Venta,Lleida,2290545
2134,Alquiler,Tarragona,1709037
2135,Venta,Tarragona,669664
2136,Venta,Tarragona,1204200
2137,Venta,Girona,1041120
2138,Alquiler,Lleida,1140876
2139,Alquiler,Lleida,1315126
2140,Alquiler,Lleida,272545
2141,Alquiler,Tarragona,808192
2142,Alquiler,Tarragona,536672
2143,Alquiler,Tarragona,1677728
2144,Venta,Tarragona,224342
2145,Venta,Tarragona,570760
2146,Venta,Barcelona,682240
2147,Alquiler,Tarragona,1747292
2148,Alquiler,Barcelona,693244
2149,Alquiler,Barcelona,1155436
2150,Venta,Lleida,303365
2151,Venta,Barcelona,1298869
2152,Venta,Barcelona,2001232
2153,Venta,Girona,1539800
2154,Alquiler,Girona,1949220
2155,Alquiler,Tarragona,1627556
2156,Venta,Tarragona,1522222
2157,Venta,Tarragona,652896
2158,Venta,Barcelona,1157544
2159,Alquiler,Tarragona,734786
2160,Venta,Lleida,1511160
2161,Alquiler,Barcelona,864248
2162,Alquiler,Lleida,1401822
2163,Venta,Tarragona,506540
2164,Venta,Barcelona,444299
2165,Alquiler,Girona,1163542
2166,Venta,Barcelona,1436211
2167,Alquiler,Tarragona,481992
2168,Venta,Tarragona,2069786
2169,Alquiler,Tarragona,973764
2170,Alquiler,Barcelona,636918
2171,Alquiler,Lleida,1733022
2172,Venta,Tarragona,2331324
2173,Venta,Lleida,1541976
2174,Alquiler,Lleida,561132
2175,Alquiler,Tarragona,1302720
2176,Alquiler,Barcelona,366132
2177,Venta,Girona,2108109
2178,Venta,Girona,928243
2179,Alquiler,Tarragona,673670
2180,Venta,Lleida,1140156
2181,Venta,Tarragona,1031058
2182,Venta,Tarragona,262185
2183,Alquiler,Tarragona,839522
2184,Alquiler,Girona,770968
2185,Alquiler,Barcelona,1815336
2186,Alquiler,Tarragona,342078
2187,Venta,Girona,1660120
2188,Venta,Girona,1647409
2189,Venta,Tarragona,1912638
2190,Alquiler,Tarragona,544896
2191,Venta,Lleida,1307250
2192,Alquiler,Barcelona,2470000
2193,Alquiler,Tarragona,1109262
2194,Venta,Lleida,850752
2195,Alquiler,Barcelona,319616
2196,Venta,Lleida,800160
2197,Venta,Barcelona,704770
2198,Venta,Tarragona,982563
2199,Venta,Girona,1586032
2200,Alquiler,Barcelona,1598283
2201,Venta,Barcelona,764505
2202,Alquiler,Tarragona,443976
2203,Alquiler,Tarragona,788697
2204,Venta,Lleida,685082
2205,Venta,Girona,1002122
2206,Venta,Barcelona,2577332
2207,Venta,Tarragona,888900
2208,Venta,Tarragona,1761200
2209,Alquiler,Lleida,1706400
2210,Venta,Lleida,1095146
2211,Venta,Barcelona,1351196
2212,Alquiler,Girona,493924
2213,Venta,Girona,1882440
2214,Alquiler,Lleida,659316
2215,Alquiler,Girona,657500
2216,Venta,Tarragona,703950
2217,Alquiler,Barcelona,1918728
2218,Alquiler,Lleida,697746
2219,Alquiler,Lleida,348720
2220,Alquiler,Girona,1908286
2221,Venta,Girona,1929198
2222,Alquiler,Girona,927927
2223,Venta,Barcelona,1996209
2224,Venta,Tarragona,1552041
2225,Alquiler,Girona,980934
2226,Venta,Girona,732028
2227,Venta,Tarragona,1463264
2228,Alquiler,Lleida,1177722
2229,Alquiler,Girona,1205347
2230,Alquiler,Girona,1510825
2231,Venta,Barcelona,2257515
2232,Alquiler,Girona,1202850
2233,Alquiler,Barcelona,1191033
2234,Venta,Barcelona,500836
2235,Venta,Tarragona,1343844
2236,Venta,Tarragona,1460224
2237,Alquiler,Lleida,1659833
2238,Alquiler,Tarragona,1705712
2239,Venta,Girona,503828
2240,Alquiler,Girona,1930614
2241,Venta,Tarragona,708792
2242,Alquiler,Barcelona,446940
2243,Alquiler,Girona,1159650
2244,Alquiler,Barcelona,1489124
2245,Alquiler,Girona,2175360
2246,Alquiler,Tarragona,1331936
2247,Venta,Barcelona,616044
2248,Venta,Girona,1243699
2249,Alquiler,Barcelona,343602
2250,Alquiler,Girona,1219730
2251,Venta,Lleida,400512
2252,Venta,Tarragona,1646556
2253,Alquiler,Tarragona,603780
2254,Alquiler,Lleida,1171418
2255,Alquiler,Barcelona,764115
2256,Alquiler,Girona,1611708
2257,Alquiler,Barcelona,358620
2258,Alquiler,Girona,1413698
2259,Alquiler,Barcelona,743265
2260,Alquiler,Lleida,435333
2261,Venta,Tarragona,1685729
2262,Alquiler,Tarragona,1550780
2263,Alquiler,Lleida,1456858
2264,Alquiler,Tarragona,948832
2265,Venta,Girona,2797050
2266,Venta,Barcelona,776442
2267,Alquiler,Girona,885998
2268,Venta,Tarragona,867465
2269,Venta,Girona,823150
2270,Alquiler,Girona,1501650
2271,Alquiler,Tarragona,926350
2272,Alquiler,Tarragona,1396200
2273,Alquiler,Lleida,978120
2274,Venta,Tarragona,461130
2275,Alquiler,Barcelona,2145315
2276,Venta,Girona,2034042
2277,Alquiler,Tarragona,2427558
2278,Venta,Tarragona,328482
2279,Alquiler,Tarragona,1442460
2280,Alquiler,Barcelona,1558036
2281,Venta,Tarragona,385396
2282,Alquiler,Girona,238014
2283,Alquiler,Girona,433370
2284,Venta,Girona,875336
2285,Venta,Lleida,780516
2286,Venta,Tarragona,1690730
2287,Venta,Girona,780148
2288,Venta,Barcelona,882783
2289,Venta,Lleida,950891
2290,Venta,Girona,1227937
2291,Venta,Barcelona,1490930
2292,Venta,Tarragona,828138
2293,Venta,Tarragona,485520
2294,Venta,Barcelona,1425690
2295,Alquiler,Tarragona,746940
2296,Alquiler,Lleida,771292
2297,Venta,Tarragona,733134
2298,Alquiler,Girona,403727
2299,Venta,Tarragona,1213312
2300,Alquiler,Tarragona,1760920
2301,Alquiler,Tarragona,978588
2302,Alquiler,Girona,595660
2303,Venta,Barcelona,779220
2304,Alquiler,Barcelona,1071720
2305,Venta,Lleida,1267950
2306,Alquiler,Tarragona,1405404
2307,Alquiler,Lleida,2598516
2308,Venta,Tarragona,2236490
2309,Venta,Girona,593352
2310,Alquiler,Girona,770800
2311,Alquiler,Girona,1189377
2312,Alquiler,Girona,418610
2313,Alquiler,Barcelona,1475136
2314,Alquiler,Lleida,412272
2315,Venta,Girona,1789185
2316,Venta,Tarragona,737635
2317,Venta,Tarragona,809080
2318,Venta,Lleida,313537
2319,Alquiler,Tarragona,704894
2320,Alquiler,Tarragona,407044
2321,Alquiler,Barcelona,402885
2322,Venta,Tarragona,1058628
2323,Venta,Girona,1400308
2324,Alquiler,Barcelona,711199
2325,Venta,Girona,729444
2326,Venta,Tarragona,1240827
2327,Alquiler,Barcelona,1276600
2328,Venta,Tarragona,1772840
2329,Alquiler,Tarragona,1026596
2330,Venta,Lleida,1901536
2331,Venta,Lleida,984780
2332,Venta,Lleida,973890
2333,Venta,Barcelona,1781568
2334,Venta,Girona,1944570
2335,Alquiler,Barcelona,1192401
2336,Venta,Barcelona,1826938
2337,Alquiler,Girona,960960
2338,Venta,Lleida,958151
2339,Venta,Tarragona,1670116
2340,Venta,Girona,1282820
2341,Venta,Lleida,1386164
2342,Alquiler,Lleida,971100
2343,Alquiler,Girona,1085160
2344,Alquiler,Barcelona,673552
2345,Venta,Lleida,1258972
2346,Venta,Girona,886215
2347,Alquiler,Lleida,652190
2348,Venta,Girona,668322
2349,Venta,Lleida,433008
2350,Alquiler,Lleida,559206
2351,Venta,Tarragona,1690164
2352,Venta,Barcelona,745600
2353,Alquiler,Lleida,224304
2354,Venta,Barcelona,1504823
2355,Venta,Girona,1777866
2356,Alquiler,Girona,622200
2357,Venta,Girona,1567020
2358,Alquiler,Girona,1363352
2359,Alquiler,Tarragona,1203524
2360,Venta,Barcelona,2136182
2361,Alquiler,Tarragona,1359677
2362,Alquiler,Tarragona,2398682
2363,Alquiler,Girona,533680
2364,Alquiler,Tarragona,1794807
2365,Alquiler,Tarragona,1716390
2366,Venta,Tarragona,2047761
2367,Venta,Lleida,1024698
2368,Alquiler,Lleida,464577
2369,Alquiler,Lleida,580800
2370,Venta,Lleida,2364390
2371,Alquiler,Girona,1548800
2372,Venta,Barcelona,1996000
2373,Venta,Lleida,1264310
2374,Venta,Girona,686826
2375,Alquiler,Tarragona,2813776
2376,Alquiler,Girona,984369
2377,Venta,Barcelona,1538256
2378,Venta,Barcelona,1220454
2379,Alquiler,Tarragona,1953742
2380,Venta,Girona,1921260
2381,Venta,Barcelona,749472
2382,Alquiler,Girona,1002500
2383,Venta,Girona,680043
2384,Alquiler,Barcelona,1769644
2385,Alquiler,Lleida,1211184
2386,Venta,Girona,1784580
2387,Venta,Lleida,594130
2388,Alquiler,Girona,2281250
2389,Venta,Lleida,1853390
2390,Alquiler,Barcelona,1591344
2391,Venta,Lleida,783380
2392,Alquiler,Tarragona,2072692
2393,Venta,Girona,708795
2394,Alquiler,Tarragona,2585100
2395,Venta,Barcelona,1602930
2396,Alquiler,Barcelona,2001280
2397,Alquiler,Tarragona,506184
2398,Venta,Tarragona,729280
2399,Alquiler,Lleida,831896
2400,Venta,Girona,2144448
2401,Alquiler,Lleida,360942
2402,Alquiler,Lleida,1819950
2403,Venta,Girona,1356498
2404,Alquiler,Barcelona,1371720
2405,Alquiler,Tarragona,1840571
2406,Venta,Barcelona,560170
2407,Alquiler,Tarragona,817094
2408,Alquiler,Lleida,1790490
2409,Venta,Tarragona,615663
2410,Venta,Tarragona,1163388
2411,Alquiler,Girona,1802993
2412,Alquiler,Tarragona,499380
2413,Alquiler,Lleida,2203004
2414,Venta,Girona,2200405
2415,Venta,Girona,832529
2416,Venta,Girona,1113016
2417,Alquiler,Girona,853370
2418,Alquiler,Lleida,1214576
2419,Alquiler,Lleida,1099024
2420,Alquiler,Tarragona,248283
2421,Venta,Tarragona,2370200
2422,Alquiler,Girona,1294176
2423,Alquiler,Barcelona,1752975
2424,Venta,Barcelona,2603190
2425,Venta,Girona,2320565
2426,Venta,Barcelona,928041
2427,Alquiler,Lleida,2268076
2428,Venta,Girona,2682225
2429,Venta,Girona,2037420
2430,Venta,Lleida,2303500
2431,Alquiler,Barcelona,1699168
2432,Venta,Girona,1315846
2433,Alquiler,Tarragona,1112010
2434,Alquiler,Lleida,822625
2435,Venta,Girona,380274
2436,Alquiler,Tarragona,1927770
2437,Venta,Lleida,818505
2438,Alquiler,Barcelona,379905
2439,Alquiler,Girona,2336590
2440,Alquiler,Barcelona,1381104
2441,Alquiler,Lleida,786320
2442,Alquiler,Girona,1682260
2443,Alquiler,Tarragona,795318
2444,Alquiler,Lleida,1466058
2445,Alquiler,Girona,1162788
2446,Venta,Girona,922200
2447,Alquiler,Tarragona,328720
2448,Venta,Barcelona,2203620
2449,Venta,Girona,1524898
2450,Venta,Barcelona,458640
2451,Venta,Lleida,825518
2452,Venta,Tarragona,1438226
2453,Alquiler,Lleida,419250
2454,Venta,Tarragona,1410370
2455,Venta,Barcelona,916500
2456,Venta,Lleida,1305720
2457,Alquiler,Tarragona,685368
2458,Venta,Lleida,1097010
2459,Alquiler,Barcelona,2017268
2460,Alquiler,Girona,1342278
2461,Venta,Lleida,1044762
2462,Venta,Girona,1026300
2463,Venta,Tarragona,1843694
2464,Venta,Lleida,1107028
2465,Alquiler,Tarragona,696696
2466,Venta,Lleida,1705760
2467,Venta,Barcelona,360696
2468,Venta,Barcelona,1616680
2469,Venta,Girona,616878
2470,Alquiler,Tarragona,1126951
2471,Venta,Tarragona,1068376
2472,Alquiler,Barcelona,1251828
2473,Venta,Lleida,1199394
2474,Alquiler,Lleida,1344024
2475,Alquiler,Tarragona,1397060
2476,Alquiler,Lleida,1363411
2477,Venta,Girona,2353176
2478,Venta,Tarragona,395879
2479,Alquiler,Tarragona,405324
2480,Venta,Lleida,1637515
2481,Venta,Barcelona,984915
2482,Alquiler,Girona,1447316
2483,Alquiler,Lleida,1342278
2484,Alquiler,Tarragona,2632500
2485,Venta,Girona,1147585
2486,Alquiler,Girona,378359
2487,Alquiler,Tarragona,2380170
2488,Alquiler,Lleida,2211294
2489,Alquiler,Tarragona,2693026
2490,Venta,Girona,1368480
2491,Venta,Girona,872280
2492,Alquiler,Tarragona,1149897
2493,Venta,Girona,745822
2494,Venta,Girona,918652
2495,Venta,Barcelona,701492
2496,Alquiler,Tarragona,936187
2497,Alquiler,Barcelona,1102500
2498,Alquiler,Lleida,1443750
2499,Venta,Barcelona,1204005
2500,Alquiler,Girona,2069529
2501,Venta,Tarragona,422750
2502,Venta,Girona,2717634
2503,Venta,Barcelona,2090340
2504,Venta,Lleida,2235367
2505,Alquiler,Girona,1027180
2506,Venta,Lleida,958563
2507,Venta,Girona,1267452
2508,Alquiler,Tarragona,1166860
2509,Venta,Barcelona,954986
2510,Alquiler,Lleida,797215
2511,Venta,Tarragona,2384480
2512,Venta,Barcelona,887940
2513,Venta,Lleida,1083256
2514,Alquiler,Lleida,2030805
2515,Alquiler,Tarragona,181170
2516,Alquiler,Girona,2162160
2517,Venta,Tarragona,1826024
2518,Alquiler,Lleida,413910
2519,Venta,Girona,2250348
2520,Venta,Lleida,1736068
2521,Alquiler,Girona,620218
2522,Alquiler,Barcelona,1327669
2523,Venta,Tarragona,885339
2524,Alquiler,Tarragona,2198502
2525,Alquiler,Tarragona,1010862
2526,Venta,Lleida,2458798
2527,Alquiler,Barcelona,718266
2528,Alquiler,Barcelona,1521615
2529,Alquiler,Barcelona,797215
2530,Alquiler,Tarragona,1253505
2531,Venta,Tarragona,373032
2532,Alquiler,Lleida,912330
2533,Venta,Girona,1087812
2534,Venta,Lleida,819621
2535,Venta,Girona,1988702
2536,Alquiler,Girona,320281
2537,Venta,Lleida,1504420
2538,Alquiler,Girona,396780
2539,Alquiler,Girona,536634
2540,Venta,Lleida,1844425
2541,Venta,Girona,2849763
2542,Venta,Girona,373106
2543,Alquiler,Barcelona,774400
2544,Venta,Girona,1691124
2545,Alquiler,Girona,594698
2546,Alquiler,Lleida,1182636
2547,Venta,Girona,1576380
2548,Alquiler,Tarragona,1362984
2549,Alquiler,Barcelona,1298947
2550,Alquiler,Tarragona,1059916
2551,Alquiler,Lleida,517472
